window_id,event_id,location,fold,ground_truth_label,error_type,predicted_prob,threshold_used,confidence_margin,error_confidence,mean_keypoint_vis,min_keypoint_vis,high_vis_ratio,low_vis_ratio,max_down_vel,mean_down_vel,max_vel_mag,mean_vel_mag,peak_abruptness_ratio,down_motion_duration,mean_torso_scale,std_torso_scale
Le2i_Coffee_room_01_video (38)_w006,Le2i_Coffee_room_01_video (38),Coffee_room_01,1,NORMAL,FP,0.759194,0.47,0.289194,0.759194,0.4413,0.0,0.4091,0.5333,2.807897,0.027639,7.302501,0.661421,101.5895,39,0.833387,0.238456
Le2i_Coffee_room_01_video (38)_w007,Le2i_Coffee_room_01_video (38),Coffee_room_01,1,NORMAL,TN,0.001708,0.47,0.468292,0.0,0.4655,0.0,0.4527,0.5188,1.618816,0.058737,2.419366,0.169665,27.5599,23,0.979168,0.054849
Le2i_Coffee_room_01_video (38)_w008,Le2i_Coffee_room_01_video (38),Coffee_room_01,1,FALL,TP,0.727178,0.47,0.257178,0.0,0.4606,0.0,0.4455,0.5188,0.521418,-0.126453,5.301717,0.189892,0.0,19,0.964346,0.120788
Le2i_Coffee_room_01_video (38)_w009,Le2i_Coffee_room_01_video (38),Coffee_room_01,1,FALL,TP,0.994748,0.47,0.524748,0.0,0.4382,0.0,0.3909,0.5055,4.856545,-0.024158,5.609119,0.410461,0.0,36,0.851084,0.161754
Le2i_Coffee_room_01_video (38)_w010,Le2i_Coffee_room_01_video (38),Coffee_room_01,1,FALL,TP,0.953567,0.47,0.483567,0.0,0.4322,0.0,0.3533,0.4867,4.856545,0.08962,5.609119,0.255742,54.1901,34,0.787973,0.085452
Le2i_Coffee_room_01_video (38)_w011,Le2i_Coffee_room_01_video (38),Coffee_room_01,1,FALL,TP,0.805647,0.47,0.335647,0.0,0.4364,0.0,0.3533,0.4848,0.345912,-0.000837,0.394638,0.072039,0.0,22,0.800779,0.025203
Le2i_Coffee_room_01_video (38)_w012,Le2i_Coffee_room_01_video (38),Coffee_room_01,1,FALL,TP,0.811135,0.47,0.341135,0.0,0.4378,0.0,0.3667,0.4848,0.345912,-0.000767,0.394638,0.074529,0.0,25,0.795151,0.020723
Le2i_Coffee_room_01_video (39)_w000,Le2i_Coffee_room_01_video (39),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.4503,0.0,0.4176,0.5242,0.120668,-0.008014,0.269901,0.040309,0.0,12,0.983947,0.015254
Le2i_Coffee_room_01_video (39)_w001,Le2i_Coffee_room_01_video (39),Coffee_room_01,1,FALL,TP,0.972967,0.47,0.502967,0.0,0.4422,0.0,0.3891,0.5139,1.324045,-0.037699,2.473436,0.273161,0.0,27,0.761199,0.314055
Le2i_Coffee_room_01_video (39)_w002,Le2i_Coffee_room_01_video (39),Coffee_room_01,1,FALL,TP,0.950246,0.47,0.480246,0.0,0.4139,0.0,0.3121,0.5139,1.324045,-0.022249,2.473436,0.291251,0.0,35,0.441453,0.252415
Le2i_Coffee_room_01_video (39)_w003,Le2i_Coffee_room_01_video (39),Coffee_room_01,1,FALL,TP,0.935353,0.47,0.465353,0.0,0.3981,0.0,0.2521,0.5152,0.425403,0.007256,0.467678,0.068172,58.6184,25,0.354809,0.025808
Le2i_Coffee_room_01_video (39)_w004,Le2i_Coffee_room_01_video (39),Coffee_room_01,1,FALL,TP,0.921525,0.47,0.451525,0.0,0.3953,0.0,0.2479,0.5152,0.206976,0.000328,0.295129,0.056353,629.0638,23,0.375399,0.012655
Le2i_Coffee_room_01_video (4)_w000,Le2i_Coffee_room_01_video (4),Coffee_room_01,1,NORMAL,FP,0.820938,0.47,0.350938,0.820938,0.2352,0.0,0.1733,0.7685,4.401883,-0.033304,15.998303,0.700647,0.0,40,0.915698,0.245915
Le2i_Coffee_room_01_video (4)_w001,Le2i_Coffee_room_01_video (4),Coffee_room_01,1,NORMAL,TN,1.6e-05,0.47,0.469984,0.0,0.3814,0.0,0.3418,0.6145,0.595719,0.005149,0.818322,0.061934,115.6666,30,0.999564,0.000859
Le2i_Coffee_room_01_video (4)_w002,Le2i_Coffee_room_01_video (4),Coffee_room_01,1,NORMAL,TN,1.9e-05,0.47,0.469981,0.0,0.4199,0.0,0.3794,0.5697,0.273867,6.5e-05,0.818322,0.055738,4176.1492,22,0.999874,0.000164
Le2i_Coffee_room_01_video (4)_w003,Le2i_Coffee_room_01_video (4),Coffee_room_01,1,NORMAL,TN,0.000181,0.47,0.469819,0.0,0.4498,0.0,0.417,0.5285,0.294652,-0.010701,0.429509,0.05347,0.0,19,0.999653,0.000422
Le2i_Coffee_room_01_video (4)_w004,Le2i_Coffee_room_01_video (4),Coffee_room_01,1,FALL,TP,1.0,0.47,0.53,0.0,0.4207,0.0,0.3964,0.5539,8.035164,-0.098039,34.770672,0.934155,0.0,31,0.811583,0.297841
Le2i_Coffee_room_01_video (4)_w005,Le2i_Coffee_room_01_video (4),Coffee_room_01,1,FALL,TP,1.0,0.47,0.53,0.0,0.3582,0.0,0.3,0.6,15.538084,-0.091874,34.770672,1.460364,0.0,42,0.722296,0.330425
Le2i_Coffee_room_01_video (4)_w006,Le2i_Coffee_room_01_video (4),Coffee_room_01,1,NORMAL,FP,0.975147,0.47,0.505147,0.975147,0.2691,0.0,0.2055,0.6933,22.979141,0.134073,29.071085,1.922709,171.3912,34,0.607323,0.429247
Le2i_Coffee_room_01_video (40)_w000,Le2i_Coffee_room_01_video (40),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.431,0.0,0.4024,0.5436,0.419528,0.018639,0.685849,0.073552,22.5065,32,0.813838,0.167328
Le2i_Coffee_room_01_video (40)_w001,Le2i_Coffee_room_01_video (40),Coffee_room_01,1,NORMAL,TN,1.1e-05,0.47,0.469989,0.0,0.4311,0.0,0.4048,0.5527,0.419528,0.013144,0.685849,0.060848,31.916,31,0.937763,0.112963
Le2i_Coffee_room_01_video (40)_w002,Le2i_Coffee_room_01_video (40),Coffee_room_01,1,NORMAL,TN,9.4e-05,0.47,0.469906,0.0,0.4198,0.0,0.3788,0.5661,0.242259,-0.001621,0.3906,0.046349,0.0,24,0.994371,0.004566
Le2i_Coffee_room_01_video (40)_w003,Le2i_Coffee_room_01_video (40),Coffee_room_01,1,NORMAL,TN,5e-06,0.47,0.469995,0.0,0.4065,0.0,0.3503,0.5739,0.51675,-0.001405,0.553012,0.048923,0.0,20,0.987628,0.008482
Le2i_Coffee_room_01_video (40)_w004,Le2i_Coffee_room_01_video (40),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.4066,0.0,0.3388,0.5624,0.51675,-0.001889,0.553012,0.041517,0.0,15,0.975452,0.006642
Le2i_Coffee_room_01_video (40)_w005,Le2i_Coffee_room_01_video (40),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.4103,0.0,0.3394,0.5576,0.370903,-0.000649,0.418909,0.038652,0.0,12,0.962623,0.015086
Le2i_Coffee_room_01_video (40)_w006,Le2i_Coffee_room_01_video (40),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.3972,0.0,0.3291,0.5715,0.370903,0.00117,0.418909,0.050562,316.8579,21,0.967293,0.018136
Le2i_Coffee_room_01_video (40)_w007,Le2i_Coffee_room_01_video (40),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.3447,0.0,0.28,0.6406,0.264219,-0.001158,0.372709,0.058434,0.0,26,0.986713,0.007813
Le2i_Coffee_room_01_video (40)_w008,Le2i_Coffee_room_01_video (40),Coffee_room_01,1,NORMAL,TN,1e-06,0.47,0.469999,0.0,0.3843,0.0,0.3442,0.6079,0.264219,2e-06,0.372709,0.059778,78114.616,24,0.994576,0.002526
Le2i_Coffee_room_01_video (40)_w009,Le2i_Coffee_room_01_video (40),Coffee_room_01,1,FALL,TP,0.90631,0.47,0.43631,0.0,0.4601,0.0,0.4376,0.5194,1.240324,-0.018651,1.455403,0.146722,0.0,30,0.883662,0.261515
Le2i_Coffee_room_01_video (40)_w010,Le2i_Coffee_room_01_video (40),Coffee_room_01,1,FALL,TP,0.890081,0.47,0.420081,0.0,0.4572,0.0,0.4352,0.5206,1.240324,-0.021521,1.455403,0.147089,0.0,31,0.42819,0.417658
Le2i_Coffee_room_01_video (40)_w011,Le2i_Coffee_room_01_video (40),Coffee_room_01,1,FALL,TP,0.843563,0.47,0.373563,0.0,0.4574,0.0,0.4345,0.5145,0.178222,-0.002586,0.20431,0.047719,0.0,19,0.07054,0.040939
Le2i_Coffee_room_01_video (40)_w012,Le2i_Coffee_room_01_video (40),Coffee_room_01,1,FALL,TP,0.803803,0.47,0.333803,0.0,0.4449,0.0,0.4152,0.5248,5.569984,0.051354,6.945101,0.104934,108.4604,9,0.05733,0.033994
Le2i_Coffee_room_01_video (41)_w000,Le2i_Coffee_room_01_video (41),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.4246,0.0,0.3788,0.5552,0.473913,-0.003841,0.588785,0.060552,0.0,18,0.944063,0.084404
Le2i_Coffee_room_01_video (41)_w001,Le2i_Coffee_room_01_video (41),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.4418,0.0,0.4048,0.5339,0.473913,-0.000827,0.588785,0.083202,0.0,23,0.936599,0.081713
Le2i_Coffee_room_01_video (41)_w002,Le2i_Coffee_room_01_video (41),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.4694,0.0,0.4545,0.5024,0.160797,0.002855,0.361651,0.059651,56.3083,17,0.991368,0.019291
Le2i_Coffee_room_01_video (41)_w003,Le2i_Coffee_room_01_video (41),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.4852,0.0,0.4745,0.4855,0.105058,0.001833,0.194513,0.036351,57.2847,13,0.99689,0.003399
Le2i_Coffee_room_01_video (41)_w004,Le2i_Coffee_room_01_video (41),Coffee_room_01,1,NORMAL,TN,1e-06,0.47,0.469999,0.0,0.4881,0.0,0.4661,0.4848,0.105058,0.001246,0.196666,0.032478,84.2465,11,0.996334,0.003257
Le2i_Coffee_room_01_video (41)_w005,Le2i_Coffee_room_01_video (41),Coffee_room_01,1,NORMAL,TN,5e-06,0.47,0.469995,0.0,0.4783,0.0,0.4564,0.4976,0.093842,0.000443,0.196666,0.034168,211.4353,9,0.994006,0.004459
Le2i_Coffee_room_01_video (41)_w006,Le2i_Coffee_room_01_video (41),Coffee_room_01,1,NORMAL,TN,2.9e-05,0.47,0.469971,0.0,0.4599,0.0,0.4285,0.52,0.140505,-0.000103,0.238417,0.038237,0.0,15,0.99411,0.004494
Le2i_Coffee_room_01_video (41)_w007,Le2i_Coffee_room_01_video (41),Coffee_room_01,1,NORMAL,TN,6.3e-05,0.47,0.469937,0.0,0.4294,0.0,0.3776,0.5552,0.396862,0.00208,0.444726,0.040657,190.6878,20,0.998817,0.001521
Le2i_Coffee_room_01_video (41)_w008,Le2i_Coffee_room_01_video (41),Coffee_room_01,1,NORMAL,TN,6.2e-05,0.47,0.469938,0.0,0.3948,0.0,0.3303,0.5903,0.396862,0.000636,0.444726,0.028429,623.1205,16,0.999675,0.000293
Le2i_Coffee_room_01_video (41)_w009,Le2i_Coffee_room_01_video (41),Coffee_room_01,1,NORMAL,TN,0.02558,0.47,0.44442,0.0,0.3802,0.0,0.3073,0.6067,1.170167,-0.043433,1.471947,0.077772,0.0,16,0.997818,0.004126
Le2i_Coffee_room_01_video (41)_w010,Le2i_Coffee_room_01_video (41),Coffee_room_01,1,FALL,TP,1.0,0.47,0.53,0.0,0.3823,0.0,0.3236,0.597,64.465393,-0.067114,64.48999,1.755589,0.0,33,0.684141,0.370149
Le2i_Coffee_room_01_video (41)_w011,Le2i_Coffee_room_01_video (41),Coffee_room_01,1,FALL,TP,1.0,0.47,0.53,0.0,0.378,0.0,0.3376,0.5976,64.465393,0.00811,64.48999,1.847449,7947.8197,45,0.321863,0.214221
Le2i_Coffee_room_01_video (41)_w012,Le2i_Coffee_room_01_video (41),Coffee_room_01,1,FALL,TP,0.923616,0.47,0.453616,0.0,0.3706,0.0,0.3273,0.6127,2.951272,0.021581,3.580324,0.437914,136.75,44,0.244631,0.082687
Le2i_Coffee_room_01_video (41)_w013,Le2i_Coffee_room_01_video (41),Coffee_room_01,1,FALL,TP,0.997349,0.47,0.527349,0.0,0.374,0.0,0.3442,0.6152,10.348073,0.022488,17.041878,0.773421,460.139,40,0.288205,0.094253
Le2i_Coffee_room_01_video (42)_w000,Le2i_Coffee_room_01_video (42),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.467,0.0,0.4545,0.5152,0.690755,0.001845,1.604941,0.165905,374.1346,35,0.921652,0.082308
Le2i_Coffee_room_01_video (42)_w001,Le2i_Coffee_room_01_video (42),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.4717,0.0,0.4618,0.5097,0.690755,0.036551,1.604941,0.16402,18.898,35,0.920647,0.082113
Le2i_Coffee_room_01_video (42)_w002,Le2i_Coffee_room_01_video (42),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.4805,0.0,0.4758,0.5036,0.302149,0.014714,0.604388,0.056087,20.5327,13,0.992016,0.011608
Le2i_Coffee_room_01_video (42)_w003,Le2i_Coffee_room_01_video (42),Coffee_room_01,1,FALL,TP,0.621964,0.47,0.151964,0.0,0.4727,0.0,0.4655,0.5109,1.86427,-0.023174,2.42145,0.151011,0.0,17,0.874161,0.259765
Le2i_Coffee_room_01_video (42)_w004,Le2i_Coffee_room_01_video (42),Coffee_room_01,1,FALL,TP,0.901866,0.47,0.431866,0.0,0.4562,0.0,0.4206,0.5018,1.86427,-0.019064,2.42145,0.212374,0.0,32,0.661768,0.250732
Le2i_Coffee_room_01_video (43)_w000,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.4436,0.0,0.4309,0.5218,0.17601,-0.001171,0.332208,0.038454,0.0,20,0.97571,0.033664
Le2i_Coffee_room_01_video (43)_w001,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.4342,0.0,0.4061,0.5364,0.312278,0.013686,0.40356,0.058759,22.8151,33,0.903353,0.103017
Le2i_Coffee_room_01_video (43)_w002,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.4333,0.0,0.3976,0.5436,0.312278,0.01306,0.40356,0.042874,23.9097,25,0.918303,0.108411
Le2i_Coffee_room_01_video (43)_w003,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,3e-05,0.47,0.46997,0.0,0.4382,0.0,0.4024,0.5376,0.127396,0.000592,0.183749,0.022553,214.9842,8,0.998889,0.000816
Le2i_Coffee_room_01_video (43)_w004,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,0.000149,0.47,0.469851,0.0,0.4319,0.0,0.3915,0.5461,0.120183,0.000803,0.366958,0.034255,149.407,17,0.999191,0.000871
Le2i_Coffee_room_01_video (43)_w005,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,0.000128,0.47,0.469872,0.0,0.4185,0.0,0.3691,0.5515,0.101173,-0.000599,0.366958,0.042415,0.0,18,0.998416,0.001324
Le2i_Coffee_room_01_video (43)_w006,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,1.2e-05,0.47,0.469988,0.0,0.4155,0.0,0.3618,0.5503,0.104388,-0.001513,0.217097,0.044481,0.0,14,0.997378,0.001345
Le2i_Coffee_room_01_video (43)_w007,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,2e-06,0.47,0.469998,0.0,0.44,0.0,0.4085,0.5333,0.104388,-0.002026,0.198094,0.033829,0.0,8,0.996512,0.0042
Le2i_Coffee_room_01_video (43)_w008,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,1e-06,0.47,0.469999,0.0,0.4565,0.0,0.4485,0.5242,0.059681,0.000488,0.162573,0.01765,122.1497,2,0.992229,0.006453
Le2i_Coffee_room_01_video (43)_w009,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,1e-06,0.47,0.469999,0.0,0.4686,0.0,0.4661,0.5152,0.067485,0.000325,0.162573,0.020864,207.1212,4,0.992519,0.005905
Le2i_Coffee_room_01_video (43)_w010,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,1e-06,0.47,0.469999,0.0,0.4609,0.0,0.4442,0.5206,0.088126,0.000543,0.138867,0.03616,162.0576,13,0.997803,0.003035
Le2i_Coffee_room_01_video (43)_w011,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,2e-06,0.47,0.469998,0.0,0.4329,0.0,0.4024,0.5503,0.107213,0.001017,0.148146,0.037757,105.3474,14,0.999209,0.000536
Le2i_Coffee_room_01_video (43)_w012,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,1.3e-05,0.47,0.469987,0.0,0.4189,0.0,0.3933,0.5806,0.107213,0.000773,0.148146,0.034401,138.4877,13,0.999392,0.000455
Le2i_Coffee_room_01_video (43)_w013,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,2.7e-05,0.47,0.469973,0.0,0.4281,0.0,0.3933,0.5594,0.09336,-1.7e-05,0.112267,0.027447,0.0,7,0.99969,0.000313
Le2i_Coffee_room_01_video (43)_w014,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,0.000159,0.47,0.469841,0.0,0.4641,0.0,0.4339,0.5055,0.051016,0.001568,0.09909,0.01982,32.5147,2,0.998636,0.001477
Le2i_Coffee_room_01_video (43)_w015,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,0.000126,0.47,0.469874,0.0,0.4808,0.0,0.4782,0.5042,0.054287,0.000788,0.093921,0.015583,68.791,3,0.998029,0.001414
Le2i_Coffee_room_01_video (43)_w016,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,6.4e-05,0.47,0.469936,0.0,0.4779,0.0,0.4836,0.5152,0.082183,-0.001046,0.099521,0.014325,0.0,5,0.998434,0.001167
Le2i_Coffee_room_01_video (43)_w017,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,4.3e-05,0.47,0.469957,0.0,0.4736,0.0,0.4739,0.5152,0.082183,-0.000602,0.099521,0.01098,0.0,4,0.999024,0.000991
Le2i_Coffee_room_01_video (43)_w018,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,3.8e-05,0.47,0.469962,0.0,0.4674,0.0,0.4588,0.5152,0.057305,0.000596,0.065012,0.006544,96.03,3,0.999035,0.000859
Le2i_Coffee_room_01_video (43)_w019,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,3.8e-05,0.47,0.469962,0.0,0.4687,0.0,0.4588,0.5152,0.073274,0.00064,0.104724,0.010548,114.2875,4,0.998091,0.000918
Le2i_Coffee_room_01_video (43)_w020,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,6.4e-05,0.47,0.469936,0.0,0.47,0.0,0.4588,0.5152,0.073274,-0.000502,0.104724,0.012631,0.0,2,0.998791,0.001199
Le2i_Coffee_room_01_video (43)_w021,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,0.000188,0.47,0.469812,0.0,0.463,0.0,0.4545,0.5236,0.067452,9e-05,0.067997,0.010917,741.2498,1,0.999661,0.00027
Le2i_Coffee_room_01_video (43)_w022,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,0.000275,0.47,0.469725,0.0,0.4569,0.0,0.4485,0.5267,0.038048,0.000186,0.047958,0.010812,203.2367,0,0.999584,0.000292
Le2i_Coffee_room_01_video (43)_w023,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,NORMAL,TN,0.000454,0.47,0.469546,0.0,0.4544,0.0,0.4291,0.523,0.096158,-0.003889,0.150215,0.021758,0.0,3,0.989394,0.017172
Le2i_Coffee_room_01_video (43)_w024,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,FALL,TP,0.784821,0.47,0.314821,0.0,0.4506,0.0,0.4188,0.5248,0.707709,-0.023102,0.891921,0.144088,0.0,24,0.846571,0.199211
Le2i_Coffee_room_01_video (43)_w025,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,FALL,TP,0.802957,0.47,0.332957,0.0,0.4432,0.0,0.3788,0.5079,0.707709,-0.022514,0.891921,0.179641,0.0,40,0.757636,0.155936
Le2i_Coffee_room_01_video (43)_w026,Le2i_Coffee_room_01_video (43),Coffee_room_01,1,FALL,TP,0.758006,0.47,0.288006,0.0,0.4326,0.0,0.3194,0.4958,0.257738,-0.004783,0.615861,0.072597,0.0,27,0.817888,0.02899
Le2i_Coffee_room_01_video (44)_w000,Le2i_Coffee_room_01_video (44),Coffee_room_01,1,NORMAL,TN,0.000694,0.47,0.469306,0.0,0.4248,0.0,0.3867,0.5594,0.342258,-0.004932,0.342274,0.032603,0.0,15,0.996975,0.006463
Le2i_Coffee_room_01_video (44)_w001,Le2i_Coffee_room_01_video (44),Coffee_room_01,1,FALL,TP,0.848232,0.47,0.378232,0.0,0.3902,0.0,0.3303,0.5842,6.295085,-0.040179,11.613489,0.55624,0.0,27,0.915197,0.15521
Le2i_Coffee_room_01_video (44)_w002,Le2i_Coffee_room_01_video (44),Coffee_room_01,1,FALL,TP,0.999378,0.47,0.529378,0.0,0.371,0.0,0.2836,0.5788,13.028147,-0.04125,19.305964,1.766303,0.0,42,0.7659,0.206339
Le2i_Coffee_room_01_video (44)_w003,Le2i_Coffee_room_01_video (44),Coffee_room_01,1,FALL,TP,0.999486,0.47,0.529486,0.0,0.4024,0.0,0.3321,0.5321,13.028147,-0.025384,19.305964,1.356464,0.0,40,0.719373,0.143598
Le2i_Coffee_room_01_video (45)_w000,Le2i_Coffee_room_01_video (45),Coffee_room_01,1,NORMAL,TN,5.6e-05,0.47,0.469944,0.0,0.4835,0.0,0.4758,0.4988,0.068837,-0.000222,0.069566,0.012004,0.0,2,0.999117,0.000558
Le2i_Coffee_room_01_video (45)_w001,Le2i_Coffee_room_01_video (45),Coffee_room_01,1,NORMAL,TN,3.7e-05,0.47,0.469963,0.0,0.4862,0.0,0.4842,0.4982,0.068837,0.00041,0.081848,0.012736,167.6759,4,0.999459,0.000425
Le2i_Coffee_room_01_video (45)_w002,Le2i_Coffee_room_01_video (45),Coffee_room_01,1,NORMAL,TN,7.8e-05,0.47,0.469922,0.0,0.476,0.0,0.4691,0.5133,0.334376,-0.005996,0.365142,0.031971,0.0,11,0.975275,0.063096
Le2i_Coffee_room_01_video (45)_w003,Le2i_Coffee_room_01_video (45),Coffee_room_01,1,FALL,TP,0.778187,0.47,0.308187,0.0,0.4597,0.0,0.4358,0.5206,0.409245,-0.022742,0.820287,0.124364,0.0,33,0.65783,0.311689
Le2i_Coffee_room_01_video (45)_w004,Le2i_Coffee_room_01_video (45),Coffee_room_01,1,FALL,TP,0.738522,0.47,0.268522,0.0,0.4437,0.0,0.3903,0.5206,0.409245,-0.018504,0.820287,0.123972,0.0,34,0.381419,0.090995
Le2i_Coffee_room_01_video (45)_w005,Le2i_Coffee_room_01_video (45),Coffee_room_01,1,NORMAL,FP,0.710702,0.47,0.240702,0.710702,0.4387,0.0,0.3636,0.5152,0.167033,-0.00051,0.286245,0.041426,0.0,14,0.398467,0.021349
Le2i_Coffee_room_01_video (45)_w006,Le2i_Coffee_room_01_video (45),Coffee_room_01,1,FALL,TP,0.704534,0.47,0.234534,0.0,0.4391,0.0,0.3636,0.5152,0.098152,0.000203,0.184919,0.030805,482.04,8,0.404561,0.018846
Le2i_Coffee_room_01_video (46)_w000,Le2i_Coffee_room_01_video (46),Coffee_room_01,1,NORMAL,TN,0.000395,0.47,0.469605,0.0,0.4248,0.0,0.3727,0.5455,0.057034,-0.000617,0.074604,0.012,0.0,2,0.999784,0.000251
Le2i_Coffee_room_01_video (46)_w001,Le2i_Coffee_room_01_video (46),Coffee_room_01,1,NORMAL,TN,0.000375,0.47,0.469625,0.0,0.4306,0.0,0.3788,0.5352,0.064069,-0.000528,0.074604,0.012632,0.0,1,0.999214,0.000689
Le2i_Coffee_room_01_video (46)_w002,Le2i_Coffee_room_01_video (46),Coffee_room_01,1,NORMAL,TN,0.000308,0.47,0.469692,0.0,0.4546,0.0,0.4139,0.52,0.066455,-0.000123,0.104739,0.015606,0.0,2,0.998745,0.000944
Le2i_Coffee_room_01_video (46)_w003,Le2i_Coffee_room_01_video (46),Coffee_room_01,1,NORMAL,TN,0.00036,0.47,0.46964,0.0,0.4672,0.0,0.4418,0.5152,0.127764,0.000577,0.128482,0.019859,221.224,7,0.998773,0.001047
Le2i_Coffee_room_01_video (46)_w004,Le2i_Coffee_room_01_video (46),Coffee_room_01,1,NORMAL,TN,0.000438,0.47,0.469562,0.0,0.4723,0.0,0.4612,0.5152,0.127764,-0.00114,0.128482,0.024983,0.0,13,0.998677,0.000993
Le2i_Coffee_room_01_video (46)_w005,Le2i_Coffee_room_01_video (46),Coffee_room_01,1,FALL,FN,0.012825,0.47,0.457175,0.987175,0.462,0.0,0.4491,0.5224,0.582098,-0.008325,0.636019,0.08302,0.0,24,0.845167,0.278506
Le2i_Coffee_room_01_video (46)_w006,Le2i_Coffee_room_01_video (46),Coffee_room_01,1,FALL,TP,1.0,0.47,0.53,0.0,0.3873,0.0,0.3382,0.5982,74.918289,-0.024878,82.806046,3.172012,0.0,39,0.581286,0.267725
Le2i_Coffee_room_01_video (46)_w007,Le2i_Coffee_room_01_video (46),Coffee_room_01,1,FALL,TP,0.474617,0.47,0.004617,0.0,0.2502,0.0,0.1721,0.7436,123.142189,-0.7706,124.018852,11.2146,0.0,42,0.459113,0.117711
Le2i_Coffee_room_01_video (46)_w008,Le2i_Coffee_room_01_video (46),Coffee_room_01,1,FALL,FN,0.0,0.47,0.47,1.0,0.1939,0.0,0.1164,0.8103,123.142189,-0.003986,124.018852,12.922154,0.0,35,0.480602,0.135073
Le2i_Coffee_room_01_video (46)_w009,Le2i_Coffee_room_01_video (46),Coffee_room_01,1,FALL,TP,0.93362,0.47,0.46362,0.0,0.2114,0.0,0.1273,0.7903,75.901405,0.710733,76.321083,8.434466,106.793,30,0.500389,0.137611
Le2i_Coffee_room_01_video (47)_w000,Le2i_Coffee_room_01_video (47),Coffee_room_01,1,NORMAL,TN,0.0,0.47,0.47,0.0,0.4412,0.0,0.3976,0.5303,0.606701,0.020323,0.992617,0.066181,29.8521,29,0.932084,0.100737
Le2i_Coffee_room_01_video (47)_w001,Le2i_Coffee_room_01_video (47),Coffee_room_01,1,NORMAL,TN,3.8e-05,0.47,0.469962,0.0,0.4506,0.0,0.4079,0.5248,0.243339,0.003425,0.256038,0.039415,71.0204,18,0.992879,0.022915
Le2i_Coffee_room_01_video (47)_w002,Le2i_Coffee_room_01_video (47),Coffee_room_01,1,NORMAL,TN,0.000111,0.47,0.469889,0.0,0.4323,0.0,0.3855,0.5545,0.195247,5e-06,0.206693,0.036227,32879.6308,18,0.998846,0.00171
Le2i_Coffee_room_01_video (47)_w003,Le2i_Coffee_room_01_video (47),Coffee_room_01,1,NORMAL,TN,3.3e-05,0.47,0.469967,0.0,0.4133,0.0,0.3588,0.5739,0.143567,-0.000842,0.158187,0.032334,0.0,12,0.99822,0.001561
