dataset,event_id,video_id,location,camera_id,label,video_path,annotation_path,start_frame,end_frame,num_frames,fps,width,height,duration_seconds,subject_id,depth_path,rgb_path,timestamp_path,accelerometer_path,annotation_format
URFD,fall-21,URFD_fall-21_cam0,Lab,cam0,FALL,URFD/fall-21-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,55,30.0,640,480,1.83,UNKNOWN,URFD/fall-21-cam0-d,URFD/fall-21-cam0-rgb,URFD/fall-21-data.csv,URFD/fall-21-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-21,URFD_fall-21_cam1,Lab,cam1,FALL,URFD/fall-21-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,55,30.0,640,480,1.83,UNKNOWN,URFD/fall-21-cam1-d,URFD/fall-21-cam1-rgb,URFD/fall-21-data.csv,URFD/fall-21-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-22,URFD_fall-22_cam0,Lab,cam0,FALL,URFD/fall-22-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,56,30.0,640,480,1.87,UNKNOWN,URFD/fall-22-cam0-d,URFD/fall-22-cam0-rgb,URFD/fall-22-data.csv,URFD/fall-22-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-22,URFD_fall-22_cam1,Lab,cam1,FALL,URFD/fall-22-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,56,30.0,640,480,1.87,UNKNOWN,URFD/fall-22-cam1-d,URFD/fall-22-cam1-rgb,URFD/fall-22-data.csv,URFD/fall-22-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-23,URFD_fall-23_cam0,Lab,cam0,FALL,URFD/fall-23-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,75,30.0,640,480,2.5,UNKNOWN,URFD/fall-23-cam0-d,URFD/fall-23-cam0-rgb,URFD/fall-23-data.csv,URFD/fall-23-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-23,URFD_fall-23_cam1,Lab,cam1,FALL,URFD/fall-23-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,75,30.0,640,480,2.5,UNKNOWN,URFD/fall-23-cam1-d,URFD/fall-23-cam1-rgb,URFD/fall-23-data.csv,URFD/fall-23-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-24,URFD_fall-24_cam0,Lab,cam0,FALL,URFD/fall-24-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,60,30.0,640,480,2.0,UNKNOWN,URFD/fall-24-cam0-d,URFD/fall-24-cam0-rgb,URFD/fall-24-data.csv,URFD/fall-24-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-24,URFD_fall-24_cam1,Lab,cam1,FALL,URFD/fall-24-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,60,30.0,640,480,2.0,UNKNOWN,URFD/fall-24-cam1-d,URFD/fall-24-cam1-rgb,URFD/fall-24-data.csv,URFD/fall-24-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-25,URFD_fall-25_cam0,Lab,cam0,FALL,URFD/fall-25-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,85,30.0,640,480,2.83,UNKNOWN,URFD/fall-25-cam0-d,URFD/fall-25-cam0-rgb,URFD/fall-25-data.csv,URFD/fall-25-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-25,URFD_fall-25_cam1,Lab,cam1,FALL,URFD/fall-25-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,85,30.0,640,480,2.83,UNKNOWN,URFD/fall-25-cam1-d,URFD/fall-25-cam1-rgb,URFD/fall-25-data.csv,URFD/fall-25-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-26,URFD_fall-26_cam0,Lab,cam0,FALL,URFD/fall-26-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,61,30.0,640,480,2.03,UNKNOWN,URFD/fall-26-cam0-d,URFD/fall-26-cam0-rgb,URFD/fall-26-data.csv,URFD/fall-26-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-26,URFD_fall-26_cam1,Lab,cam1,FALL,URFD/fall-26-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,61,30.0,640,480,2.03,UNKNOWN,URFD/fall-26-cam1-d,URFD/fall-26-cam1-rgb,URFD/fall-26-data.csv,URFD/fall-26-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-27,URFD_fall-27_cam0,Lab,cam0,FALL,URFD/fall-27-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,92,30.0,640,480,3.07,UNKNOWN,URFD/fall-27-cam0-d,URFD/fall-27-cam0-rgb,URFD/fall-27-data.csv,URFD/fall-27-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-27,URFD_fall-27_cam1,Lab,cam1,FALL,URFD/fall-27-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,92,30.0,640,480,3.07,UNKNOWN,URFD/fall-27-cam1-d,URFD/fall-27-cam1-rgb,URFD/fall-27-data.csv,URFD/fall-27-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-28,URFD_fall-28_cam0,Lab,cam0,FALL,URFD/fall-28-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,66,30.0,640,480,2.2,UNKNOWN,URFD/fall-28-cam0-d,URFD/fall-28-cam0-rgb,URFD/fall-28-data.csv,URFD/fall-28-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-28,URFD_fall-28_cam1,Lab,cam1,FALL,URFD/fall-28-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,66,30.0,640,480,2.2,UNKNOWN,URFD/fall-28-cam1-d,URFD/fall-28-cam1-rgb,URFD/fall-28-data.csv,URFD/fall-28-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-29,URFD_fall-29_cam0,Lab,cam0,FALL,URFD/fall-29-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,99,30.0,640,480,3.3,UNKNOWN,URFD/fall-29-cam0-d,URFD/fall-29-cam0-rgb,URFD/fall-29-data.csv,URFD/fall-29-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-29,URFD_fall-29_cam1,Lab,cam1,FALL,URFD/fall-29-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,99,30.0,640,480,3.3,UNKNOWN,URFD/fall-29-cam1-d,URFD/fall-29-cam1-rgb,URFD/fall-29-data.csv,URFD/fall-29-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-30,URFD_fall-30_cam0,Lab,cam0,FALL,URFD/fall-30-cam0.mp4,UNKNOWN,UNKNOWN,UNKNOWN,70,30.0,640,480,2.33,UNKNOWN,URFD/fall-30-cam0-d,URFD/fall-30-cam0-rgb,URFD/fall-30-data.csv,URFD/fall-30-data.csv,CSV_TIMESTAMPS_ACCEL
URFD,fall-30,URFD_fall-30_cam1,Lab,cam1,FALL,URFD/fall-30-cam1.mp4,UNKNOWN,UNKNOWN,UNKNOWN,70,30.0,640,480,2.33,UNKNOWN,URFD/fall-30-cam1-d,URFD/fall-30-cam1-rgb,URFD/fall-30-data.csv,URFD/fall-30-data.csv,CSV_TIMESTAMPS_ACCEL
Le2i,Coffee_room_01_v1,Le2i_Coffee_room_01_v1,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (1).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (1).txt,48,80,157,25.0,320,240,6.28,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v10,Le2i_Coffee_room_01_v10,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (10).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (10).txt,211,238,362,25.0,320,240,14.48,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v11,Le2i_Coffee_room_01_v11,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (11).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (11).txt,375,404,483,25.0,320,240,19.32,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v12,Le2i_Coffee_room_01_v12,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (12).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (12).txt,53,75,182,25.0,320,240,7.28,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v13,Le2i_Coffee_room_01_v13,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (13).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (13).txt,96,115,244,25.0,320,240,9.76,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v14,Le2i_Coffee_room_01_v14,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (14).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (14).txt,52,76,176,25.0,320,240,7.04,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v15,Le2i_Coffee_room_01_v15,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (15).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (15).txt,48,73,140,25.0,320,240,5.6,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v16,Le2i_Coffee_room_01_v16,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (16).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (16).txt,46,65,177,25.0,320,240,7.08,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v17,Le2i_Coffee_room_01_v17,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (17).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (17).txt,20,57,158,25.0,320,240,6.32,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v18,Le2i_Coffee_room_01_v18,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (18).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (18).txt,154,184,269,25.0,320,240,10.76,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v19,Le2i_Coffee_room_01_v19,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (19).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (19).txt,89,129,213,25.0,320,240,8.52,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v2,Le2i_Coffee_room_01_v2,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (2).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (2).txt,192,219,306,25.0,320,240,12.24,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v20,Le2i_Coffee_room_01_v20,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (20).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (20).txt,330,375,444,25.0,320,240,17.76,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v21,Le2i_Coffee_room_01_v21,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (21).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (21).txt,85,101,182,25.0,320,240,7.28,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v22,Le2i_Coffee_room_01_v22,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (22).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (22).txt,125,140,229,25.0,320,240,9.16,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v23,Le2i_Coffee_room_01_v23,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (23).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (23).txt,209,244,311,25.0,320,240,12.44,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v24,Le2i_Coffee_room_01_v24,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (24).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (24).txt,209,235,267,25.0,320,240,10.68,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v25,Le2i_Coffee_room_01_v25,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (25).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (25).txt,137,179,262,25.0,320,240,10.48,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v26,Le2i_Coffee_room_01_v26,Coffee_room_01,Coffee_room_01_cam0,UNKNOWN,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (26).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (26).txt,UNKNOWN,UNKNOWN,278,25.0,320,240,11.12,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v27,Le2i_Coffee_room_01_v27,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (27).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (27).txt,163,196,253,25.0,320,240,10.12,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v28,Le2i_Coffee_room_01_v28,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (28).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (28).txt,59,90,175,25.0,320,240,7.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v29,Le2i_Coffee_room_01_v29,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (29).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (29).txt,297,328,328,25.0,320,240,13.12,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v3,Le2i_Coffee_room_01_v3,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (3).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (3).txt,223,261,304,25.0,320,240,12.16,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v30,Le2i_Coffee_room_01_v30,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (30).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (30).txt,80,104,145,25.0,320,240,5.8,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v31,Le2i_Coffee_room_01_v31,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (31).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (31).txt,158,176,265,25.0,320,240,10.6,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v32,Le2i_Coffee_room_01_v32,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (32).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (32).txt,206,229,305,25.0,320,240,12.2,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v33,Le2i_Coffee_room_01_v33,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (33).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (33).txt,87,116,227,25.0,320,240,9.08,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v34,Le2i_Coffee_room_01_v34,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (34).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (34).txt,331,357,415,25.0,320,240,16.6,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v35,Le2i_Coffee_room_01_v35,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (35).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (35).txt,74,106,231,25.0,320,240,9.24,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v36,Le2i_Coffee_room_01_v36,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (36).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (36).txt,1088,1116,1203,25.0,320,240,48.12,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v37,Le2i_Coffee_room_01_v37,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (37).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (37).txt,57,82,206,25.0,320,240,8.24,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v38,Le2i_Coffee_room_01_v38,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (38).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (38).txt,237,260,352,25.0,320,240,14.08,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v39,Le2i_Coffee_room_01_v39,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (39).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (39).txt,49,75,157,25.0,320,240,6.28,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v4,Le2i_Coffee_room_01_v4,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (4).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (4).txt,123,155,207,25.0,320,240,8.28,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v40,Le2i_Coffee_room_01_v40,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (40).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (40).txt,259,292,350,25.0,320,240,14.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v41,Le2i_Coffee_room_01_v41,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (41).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (41).txt,267,292,382,25.0,320,240,15.28,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v42,Le2i_Coffee_room_01_v42,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (42).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (42).txt,111,131,159,25.0,320,240,6.36,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v43,Le2i_Coffee_room_01_v43,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (43).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (43).txt,632,662,718,25.0,320,240,28.72,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v44,Le2i_Coffee_room_01_v44,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (44).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (44).txt,54,86,133,25.0,320,240,5.32,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v45,Le2i_Coffee_room_01_v45,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (45).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (45).txt,100,129,215,25.0,320,240,8.6,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v46,Le2i_Coffee_room_01_v46,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (46).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (46).txt,165,187,292,25.0,320,240,11.68,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v47,Le2i_Coffee_room_01_v47,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (47).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (47).txt,625,658,729,25.0,320,240,29.16,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v48,Le2i_Coffee_room_01_v48,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (48).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (48).txt,654,686,779,25.0,320,240,31.16,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v5,Le2i_Coffee_room_01_v5,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (5).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (5).txt,129,161,181,25.0,320,240,7.24,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v6,Le2i_Coffee_room_01_v6,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (6).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (6).txt,136,165,239,25.0,320,240,9.56,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v7,Le2i_Coffee_room_01_v7,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (7).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (7).txt,96,126,174,25.0,320,240,6.96,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v8,Le2i_Coffee_room_01_v8,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (8).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (8).txt,157,182,258,25.0,320,240,10.32,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_01_v9,Le2i_Coffee_room_01_v9,Coffee_room_01,Coffee_room_01_cam0,FALL,Le2i/data/Coffee_room_01/Coffee_room_01/Videos/video (9).avi,Le2i/data/Coffee_room_01/Coffee_room_01/Annotation_files/video (9).txt,93,125,206,25.0,320,240,8.24,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
Le2i,Coffee_room_02_v49,Le2i_Coffee_room_02_v49,Coffee_room_02,Coffee_room_02_cam0,FALL,Le2i/data/Coffee_room_02/Coffee_room_02/Videos/video (49).avi,Le2i/data/Coffee_room_02/Coffee_room_02/Annotations_files/video (49).txt,427,454,492,25.0,320,240,19.68,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TXT_BBOX_FALL_RANGE
